C Programming,C++ Programming,Java,Python,JavaScript,Data Structures & Algorithms,HTML/CSS,React.js,Node.js / Express.js,Mobile App Development (Flutter/React Native),Database Management (SQL),Database Management (MongoDB),Machine Learning Fundamentals,Deep Learning,Natural Language Processing,Large Language Models (ChatGPT/LLaMA),Chatbot Development,Computer Vision,"Data Analysis (Pandas, NumPy, Excel)","Data Visualization (Matplotlib, Seaborn, Power BI)",Statistics & Probability,Cloud Computing (AWS/Azure/GCP),"Big Data Tools (Hadoop, Spark)",Operating Systems,Computer Networks,Cybersecurity,Software Engineering & Project Management,"DevOps & CI/CD (Docker, Kubernetes)",Career
0,0,0,4,1,0,0,0,0,0,4,0,3,0,2,0,0,0,5,5,4,0,3,1,0,0,0,1,Data Analyst
0,2,1,4,1,0,0,0,0,0,2,1,5,4,2,0,1,1,4,1,5,3,3,0,0,1,2,2,Machine Learning Engineer
0,0,1,4,1,1,1,1,0,0,1,1,4,4,0,0,0,2,4,0,5,3,4,2,0,1,1,0,Machine Learning Engineer
1,1,0,4,1,1,0,0,2,1,5,5,0,1,1,0,1,0,1,1,0,4,1,4,4,2,1,3,Database Administrator
1,1,3,3,5,0,2,3,2,4,2,2,1,0,1,0,1,0,1,0,0,2,1,0,0,1,0,2,Mobile App Developer
2,0,2,4,0,0,1,1,1,1,1,2,0,0,1,1,1,0,0,0,1,3,0,5,4,4,3,0,Cybersecurity Analyst
0,1,2,3,0,2,1,0,1,0,4,3,0,0,0,2,0,0,2,0,2,3,0,5,4,1,0,1,Database Administrator
0,0,0,2,0,2,0,1,0,0,0,1,0,0,0,0,1,1,3,4,0,0,2,0,0,2,3,0,Product Manager
2,2,0,1,3,0,4,5,3,3,2,0,0,0,1,0,1,0,0,0,2,0,0,1,1,0,1,0,Frontend Developer
0,1,0,3,0,0,0,1,0,1,3,1,0,1,0,1,0,1,0,1,2,3,1,4,5,5,0,3,System Administrator
0,0,5,2,4,0,1,3,2,3,2,0,0,0,0,1,0,0,1,1,0,0,3,1,1,1,1,0,Mobile App Developer
1,1,2,3,1,2,0,1,2,0,5,3,0,0,0,0,2,1,0,0,1,2,1,3,3,1,0,2,Database Administrator
0,0,4,5,0,0,1,1,5,1,5,4,1,1,1,1,0,0,0,0,0,2,0,1,2,0,1,3,Backend Developer
0,0,0,2,5,2,3,4,5,0,5,2,0,0,2,0,0,0,0,0,0,1,0,0,2,0,4,2,Full Stack Web Developer
1,1,0,0,2,0,2,0,0,0,1,1,0,0,1,1,0,0,4,3,0,1,1,0,1,1,4,0,Product Manager
0,1,0,5,1,0,1,0,1,0,1,1,4,5,5,3,2,4,0,1,4,2,3,1,0,1,0,1,AI/ML Researcher
0,0,1,2,1,0,2,1,2,1,3,1,1,0,0,2,1,2,5,4,0,0,3,1,1,1,5,1,Product Manager
0,1,0,5,0,1,0,0,0,2,0,2,5,4,4,4,0,5,1,1,3,2,4,0,0,1,0,0,AI/ML Researcher
4,1,1,4,0,0,0,0,0,2,1,0,0,0,2,0,2,2,0,0,0,4,0,4,5,5,1,1,Cybersecurity Analyst
3,0,1,2,4,1,5,3,3,3,2,0,0,1,1,0,0,1,0,0,0,0,0,3,0,1,3,0,Frontend Developer
0,1,2,3,5,2,5,3,5,0,4,2,0,0,2,0,1,0,0,0,0,1,0,0,1,0,4,2,Full Stack Web Developer
0,1,1,4,2,0,0,1,1,0,3,2,0,0,0,0,1,2,1,0,0,5,0,5,2,2,1,5,Cloud Solutions Architect
0,0,0,3,1,0,2,0,0,1,2,0,5,3,0,1,0,0,4,1,4,3,3,0,1,1,0,2,Machine Learning Engineer
0,2,0,4,2,0,0,0,1,0,3,1,1,0,0,0,0,2,1,1,0,5,1,5,3,1,3,4,Cloud Solutions Architect
0,1,2,4,2,0,1,0,0,1,1,0,5,5,1,0,2,0,2,0,5,3,3,1,0,1,0,0,Machine Learning Engineer
1,0,5,3,5,1,2,2,3,4,4,0,0,1,1,2,1,1,1,1,0,3,1,0,0,0,0,1,Mobile App Developer
3,0,0,3,0,1,1,2,0,0,2,1,0,1,0,0,2,0,0,0,0,4,1,5,5,3,3,1,Cybersecurity Analyst
0,1,0,2,5,0,5,4,2,4,2,1,1,1,0,1,1,1,2,1,0,1,0,2,0,1,0,2,Frontend Developer
0,0,1,3,3,2,0,1,0,0,3,0,0,0,0,1,0,0,0,0,0,5,0,4,4,1,3,4,DevOps Engineer
0,2,0,3,5,1,4,4,4,1,4,2,0,3,1,0,1,0,1,1,2,1,0,0,1,0,4,2,Full Stack Web Developer
1,0,1,5,1,2,0,0,0,0,2,1,5,2,1,0,2,1,4,5,5,4,2,0,1,2,0,1,Data Scientist
1,0,0,4,2,0,2,1,1,0,3,0,1,1,0,0,2,2,2,0,0,3,0,5,4,5,0,4,System Administrator
0,2,0,1,1,0,0,0,0,0,2,2,0,0,0,0,1,1,2,3,0,1,1,0,0,0,5,0,Product Manager
0,0,3,2,0,0,1,0,0,1,1,1,1,2,0,0,1,0,0,1,0,4,0,5,4,1,2,5,DevOps Engineer
1,0,0,2,1,0,0,0,1,0,4,0,2,0,0,0,1,0,4,5,5,1,0,1,0,1,0,0,Data Analyst
0,2,1,3,0,0,1,0,0,0,1,0,5,4,4,3,0,3,1,0,3,3,4,1,0,0,0,0,AI/ML Researcher
0,0,3,4,2,0,1,0,4,0,4,3,2,0,1,0,1,0,0,0,1,3,0,3,0,0,2,4,Backend Developer
0,1,4,4,5,0,2,3,3,4,3,0,0,0,0,0,0,0,0,2,0,2,1,1,1,2,2,2,Mobile App Developer
1,0,0,3,0,0,1,1,0,1,3,0,0,0,1,0,1,1,2,0,2,5,0,5,3,1,2,4,Cloud Solutions Architect
1,0,1,5,0,1,0,0,1,1,2,1,5,2,0,1,0,3,4,4,4,3,2,2,1,2,1,0,Data Scientist
1,1,0,3,1,0,1,0,0,0,1,0,0,1,2,1,0,0,0,0,0,2,0,5,4,4,1,2,System Administrator
0,0,0,2,4,0,5,5,5,0,5,3,2,0,1,0,0,1,1,2,1,3,0,2,0,0,2,3,Full Stack Web Developer
1,1,2,5,0,0,0,0,1,1,0,2,5,4,3,4,0,5,1,1,4,3,4,1,0,2,1,1,AI/ML Researcher
0,1,1,3,2,0,2,0,0,0,0,0,4,5,3,1,0,3,3,0,5,2,4,0,0,2,0,3,Machine Learning Engineer
0,0,1,2,1,0,0,1,0,0,4,5,1,0,1,0,0,0,0,0,1,3,0,5,2,2,1,2,Database Administrator
0,0,0,5,0,0,1,0,0,1,0,0,4,5,5,2,2,4,4,0,4,3,4,0,1,0,0,0,AI/ML Researcher
2,0,2,4,0,0,1,0,0,0,3,0,0,1,0,0,0,1,2,0,0,5,0,5,2,0,3,5,Cloud Solutions Architect
0,0,1,4,1,0,0,1,1,2,3,0,0,1,1,0,1,0,1,0,1,4,0,4,4,0,2,3,Cloud Solutions Architect
0,1,5,5,2,0,1,0,5,1,5,4,1,0,0,1,1,0,0,0,2,4,0,3,2,1,0,4,Backend Developer
0,0,0,5,0,0,0,0,1,0,0,0,4,5,0,2,0,2,3,0,5,3,3,0,1,1,0,0,Machine Learning Engineer
2,0,0,4,1,0,1,0,0,0,1,1,3,2,2,0,1,0,5,5,4,4,4,0,2,0,0,0,Data Scientist
0,0,0,0,5,2,4,5,3,3,1,0,0,1,1,1,0,0,2,1,0,1,0,2,2,1,2,1,Frontend Developer
0,1,1,5,0,0,0,0,0,1,0,1,5,4,0,0,2,3,3,4,4,2,3,0,0,1,0,0,Data Scientist
1,4,5,5,0,5,1,1,0,1,3,0,1,0,0,0,0,0,0,1,0,2,0,3,0,1,2,2,Software Engineer
0,0,1,1,5,0,5,5,3,3,0,0,2,1,0,0,0,1,1,1,3,0,1,0,1,1,2,0,Frontend Developer
1,0,1,2,0,0,1,0,1,0,0,2,5,5,5,2,0,4,0,0,3,3,4,0,0,1,0,1,AI/ML Researcher
0,0,0,5,2,1,0,1,0,1,0,2,5,3,2,1,0,2,4,5,4,3,3,0,0,2,0,0,Data Scientist
0,2,0,5,0,0,1,0,0,0,0,1,5,3,1,1,0,1,3,0,5,3,3,0,0,1,1,2,Machine Learning Engineer
2,0,0,5,0,0,0,2,1,0,0,0,5,2,2,0,1,0,4,5,4,3,2,0,0,1,0,0,Data Scientist
0,5,5,5,0,5,0,2,2,1,3,0,1,0,1,1,0,0,0,1,1,2,1,3,0,1,2,3,Software Engineer
1,2,0,3,0,0,0,0,0,2,1,1,5,4,5,4,2,5,0,0,3,1,2,1,0,1,2,1,AI/ML Researcher
1,1,2,1,0,1,1,0,1,0,1,1,0,1,1,0,1,1,3,4,0,0,0,1,2,1,4,0,Product Manager
0,0,3,3,3,0,0,3,2,5,4,1,0,0,0,1,0,1,1,0,2,3,2,0,0,0,0,2,Mobile App Developer
1,1,2,5,0,1,0,1,4,2,3,2,0,1,1,0,0,1,2,0,3,3,1,2,2,1,2,4,Backend Developer
0,0,5,3,4,2,0,3,2,5,2,0,2,0,0,1,1,2,0,0,0,2,3,0,1,1,1,0,Mobile App Developer
0,1,5,4,0,0,1,2,4,2,5,3,1,1,1,0,2,1,0,0,1,3,1,0,3,0,1,3,Backend Developer
0,0,0,3,1,1,1,0,1,0,0,2,5,5,2,2,0,1,3,2,5,3,3,0,1,0,0,0,Machine Learning Engineer
0,0,0,4,0,1,0,0,0,0,0,2,4,4,2,1,1,1,3,0,5,3,3,0,2,0,1,2,Machine Learning Engineer
0,0,0,5,3,1,0,0,2,0,0,0,5,4,4,2,0,5,1,0,3,1,5,1,0,0,0,1,AI/ML Researcher
1,0,2,4,0,0,1,0,1,2,3,1,0,1,0,0,0,2,0,2,0,4,3,5,3,1,2,5,Cloud Solutions Architect
0,4,4,4,0,4,1,0,1,0,2,1,0,0,1,0,1,0,2,0,1,3,0,4,0,0,3,0,Software Engineer
0,1,1,3,1,1,0,1,0,0,2,0,0,1,0,1,0,1,1,0,0,3,1,5,5,4,0,3,System Administrator
1,1,0,2,5,0,5,5,3,0,5,2,1,0,0,2,0,1,0,0,0,3,0,0,0,1,3,2,Full Stack Web Developer
0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,1,1,2,3,1,0,0,1,0,0,5,0,Product Manager
1,0,3,2,5,0,2,2,2,3,4,1,0,1,2,1,0,0,1,1,1,1,1,2,1,0,0,0,Mobile App Developer
4,2,3,3,1,1,0,1,0,1,2,0,0,2,1,2,1,0,1,0,1,3,1,5,4,4,3,0,Cybersecurity Analyst
0,2,5,2,5,1,3,4,2,5,3,2,0,0,1,0,1,0,2,1,1,2,0,1,1,0,0,3,Mobile App Developer
0,5,4,4,0,5,1,1,1,0,4,0,1,1,0,1,3,0,1,1,1,2,2,2,1,0,3,1,Software Engineer
0,5,3,4,1,5,1,1,1,0,4,1,0,1,0,0,0,2,1,1,0,0,1,4,0,1,3,2,Software Engineer
0,0,0,3,0,1,0,0,0,0,2,1,2,0,1,0,0,0,0,0,1,3,0,4,5,4,3,3,System Administrator
1,0,0,2,0,0,0,0,0,0,2,1,4,0,0,2,0,1,4,4,4,1,0,0,0,0,0,0,Data Analyst
1,0,0,3,5,0,3,4,5,1,4,4,0,0,1,0,1,1,3,1,0,2,0,0,0,0,3,2,Full Stack Web Developer
1,1,0,1,1,0,1,1,0,0,2,0,1,0,1,0,0,1,3,3,1,0,1,0,0,1,4,0,Product Manager
4,0,1,4,2,0,1,0,0,0,1,1,0,0,1,1,1,2,0,0,1,4,1,5,5,3,3,0,Cybersecurity Analyst
0,0,0,5,1,1,1,0,0,0,2,1,4,5,4,3,1,4,2,2,4,1,2,0,0,1,0,1,AI/ML Researcher
0,3,0,3,0,0,2,1,0,0,4,4,0,0,0,0,1,0,1,0,1,2,0,5,4,0,2,2,Database Administrator
0,1,0,3,1,0,3,1,1,0,1,0,1,0,3,0,2,0,3,4,0,0,0,1,0,0,3,1,Product Manager
0,1,4,2,5,0,1,3,1,5,4,0,2,1,1,0,0,0,2,0,0,1,1,0,1,2,0,2,Mobile App Developer
1,1,5,5,0,1,0,0,5,1,5,3,1,0,0,0,0,1,0,0,1,4,0,3,0,0,0,3,Backend Developer
4,0,0,3,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,4,2,4,5,3,2,1,Cybersecurity Analyst
0,1,5,2,2,2,0,0,4,0,4,3,0,0,0,0,1,0,0,1,0,3,0,2,2,0,2,4,Backend Developer
0,0,2,4,2,0,0,1,0,1,0,0,5,5,4,3,0,4,0,0,3,1,3,1,0,1,0,0,AI/ML Researcher
0,1,1,4,2,0,0,0,0,0,4,3,0,0,1,0,2,1,0,0,2,4,1,5,3,2,0,2,Database Administrator
0,1,3,3,4,0,2,3,3,3,2,0,1,0,0,2,1,0,0,0,1,3,1,1,1,0,1,2,Mobile App Developer
0,0,1,2,1,0,1,1,1,2,3,0,3,0,0,2,0,1,4,5,5,2,2,0,0,0,1,0,Data Analyst
0,1,1,3,1,1,0,1,1,1,3,1,1,1,1,0,0,0,0,2,1,5,0,5,4,0,3,5,Cloud Solutions Architect
1,0,2,1,0,0,1,0,0,1,4,0,1,2,0,2,0,0,0,2,0,4,1,5,2,2,3,4,Cloud Solutions Architect
0,0,0,5,1,0,1,0,0,1,2,0,5,4,2,0,1,0,3,5,4,3,3,0,0,0,0,0,Data Scientist
0,0,3,2,1,1,0,0,0,0,3,1,0,1,0,0,1,0,1,1,1,5,0,5,2,3,2,4,Cloud Solutions Architect
0,0,0,0,0,0,0,0,2,1,3,1,1,1,0,1,0,0,4,2,0,2,3,1,1,0,4,0,Product Manager
0,1,1,4,0,2,0,0,1,0,4,1,0,0,0,1,2,2,0,1,0,4,1,4,2,2,1,4,DevOps Engineer
0,0,0,5,1,1,2,1,0,0,1,0,5,2,0,1,1,1,4,5,4,3,3,0,1,0,1,1,Data Scientist
1,0,0,4,0,0,0,0,0,0,3,0,4,3,3,0,0,2,4,4,5,2,2,1,0,0,0,0,Data Scientist
1,2,1,4,1,1,2,1,0,0,3,2,0,1,1,0,0,0,1,0,0,3,0,5,4,0,4,3,Cloud Solutions Architect
0,1,4,2,2,1,0,1,1,0,2,0,1,0,2,0,0,0,0,1,0,3,1,5,3,2,0,4,Cloud Solutions Architect
3,1,1,3,1,1,0,1,1,2,1,0,0,0,0,0,1,2,0,0,2,3,0,4,5,4,0,0,Cybersecurity Analyst
1,1,0,1,0,0,0,0,1,0,2,1,1,0,0,0,0,0,4,4,1,1,0,0,1,1,4,0,Product Manager
1,0,0,5,0,2,1,0,1,0,1,0,4,4,1,0,1,1,3,2,4,4,4,0,0,0,0,0,Machine Learning Engineer
1,0,1,3,4,0,4,5,3,0,5,3,0,0,0,1,0,3,0,1,0,0,2,0,1,0,4,1,Full Stack Web Developer
0,0,2,4,1,2,2,0,0,0,1,0,0,0,0,3,0,0,0,0,1,4,0,5,4,5,0,3,System Administrator
0,4,4,4,0,5,1,0,0,0,3,1,1,0,0,1,0,0,2,0,1,1,0,4,0,1,3,2,Software Engineer
0,4,5,4,1,4,0,1,0,1,3,0,1,2,1,0,1,0,1,1,0,0,1,3,0,0,2,2,Software Engineer
0,0,1,2,0,2,0,1,1,1,4,2,3,0,2,0,1,0,4,5,5,1,2,0,1,0,0,1,Data Analyst
0,2,2,3,2,0,1,1,1,0,3,1,1,0,0,1,0,0,1,1,0,4,3,4,4,1,3,5,Cloud Solutions Architect
1,1,4,2,3,0,3,4,1,4,2,0,1,0,2,1,0,0,0,0,0,3,0,1,0,1,0,0,Mobile App Developer
4,0,1,2,0,0,2,0,0,0,0,0,1,0,1,0,0,0,1,0,0,3,0,5,4,5,1,0,Cybersecurity Analyst
1,2,1,3,0,0,0,0,0,0,1,1,4,5,4,4,1,5,1,0,4,1,3,0,0,1,1,1,AI/ML Researcher
1,0,1,5,1,1,0,1,0,0,0,0,5,4,3,1,1,0,4,5,3,3,2,1,0,3,0,0,Data Scientist
0,1,0,3,5,1,4,3,4,4,2,1,0,0,0,0,1,0,0,2,0,0,0,0,2,0,1,1,Frontend Developer
0,1,4,4,5,1,2,2,0,4,3,0,1,0,1,0,0,1,0,2,0,1,1,1,0,1,1,0,Mobile App Developer
1,0,0,3,5,1,3,5,5,1,3,3,2,2,0,1,1,1,0,0,1,0,1,0,0,2,1,0,Full Stack Web Developer
0,1,3,2,2,3,0,1,0,1,3,0,4,1,0,1,0,2,4,4,4,0,1,0,2,0,1,0,Data Analyst
2,1,3,5,1,1,0,0,0,0,4,5,0,2,2,1,1,0,0,1,0,4,2,3,2,1,0,1,Database Administrator
0,1,3,4,0,0,3,1,0,0,3,1,0,2,1,0,0,1,0,1,0,4,1,5,3,1,1,4,DevOps Engineer
1,1,1,3,0,1,1,0,0,0,3,1,4,1,2,0,0,0,4,4,4,2,0,0,1,0,0,1,Data Analyst
1,1,0,3,0,1,0,1,0,0,4,1,0,0,0,2,0,0,0,0,1,4,0,5,4,2,2,5,Cloud Solutions Architect
1,1,2,4,1,2,1,1,0,0,5,5,0,0,1,0,0,2,0,0,0,3,0,5,2,0,1,3,Database Administrator
0,1,0,2,0,1,0,1,0,0,4,0,3,2,1,2,1,0,5,3,4,3,2,0,0,2,0,0,Data Analyst
0,0,0,2,0,0,1,0,0,0,3,1,2,2,0,0,1,0,3,3,0,0,0,0,1,2,5,1,Product Manager
0,0,0,2,0,0,1,0,0,0,2,0,0,0,0,1,1,0,2,2,0,0,0,0,2,1,4,2,Product Manager
0,0,1,4,0,2,0,0,0,0,3,0,4,2,0,1,1,0,5,5,3,3,2,0,1,0,0,0,Data Analyst
1,1,1,1,3,0,4,5,3,4,1,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,Frontend Developer
0,3,0,5,1,0,1,0,2,0,2,1,3,5,0,0,0,1,2,1,4,2,3,0,0,2,0,1,Machine Learning Engineer
1,0,2,3,1,1,1,1,1,2,4,2,0,0,0,1,0,0,2,2,0,2,0,5,4,1,0,3,Database Administrator
0,2,1,1,3,1,5,4,3,2,0,0,0,1,1,1,0,1,0,0,1,0,0,0,2,1,1,1,Frontend Developer
0,0,0,5,0,0,1,2,2,0,2,2,4,5,5,3,0,5,3,0,4,3,4,1,1,1,1,2,AI/ML Researcher
0,0,2,4,5,1,4,5,4,1,5,3,1,1,0,0,1,0,0,0,0,3,0,2,1,0,4,0,Full Stack Web Developer
1,0,1,3,4,0,5,4,5,2,4,3,0,1,0,1,0,0,0,2,0,1,0,0,0,2,4,0,Full Stack Web Developer
1,0,0,1,0,0,1,1,1,1,0,1,0,0,0,1,2,0,3,4,1,2,0,1,1,0,4,0,Product Manager
0,0,0,5,1,0,0,0,0,0,0,0,5,4,5,3,0,3,1,0,3,0,4,1,0,2,0,0,AI/ML Researcher
0,4,5,4,0,5,1,0,0,1,2,0,0,0,1,0,0,1,0,1,0,0,2,3,0,0,3,3,Software Engineer
0,0,3,3,0,0,2,0,0,0,4,0,1,0,0,0,2,0,1,0,2,4,1,5,2,1,2,4,Cloud Solutions Architect
1,1,0,2,5,0,3,3,4,1,5,3,1,0,2,0,1,1,1,0,0,3,1,0,1,2,3,3,Full Stack Web Developer
0,1,2,3,0,2,0,0,0,0,3,0,0,0,1,2,0,0,1,1,1,4,0,5,3,1,2,4,Cloud Solutions Architect
0,0,4,4,1,0,0,0,5,2,4,3,0,0,0,1,0,0,1,0,0,2,0,1,2,0,3,3,Backend Developer
0,1,4,3,4,0,2,3,1,5,4,0,0,0,0,0,1,0,0,0,0,2,0,1,2,0,0,1,Mobile App Developer
1,1,4,5,1,1,0,0,5,1,4,2,1,0,0,0,0,1,1,0,0,3,1,0,2,1,0,4,Backend Developer
0,0,0,5,0,2,0,0,0,1,0,0,5,4,1,1,0,0,2,0,4,4,2,1,2,0,1,3,Machine Learning Engineer
0,1,0,3,0,0,1,0,1,2,3,0,3,1,0,0,1,1,3,4,5,0,0,1,0,1,2,0,Data Analyst
0,1,0,2,0,1,3,0,0,0,2,0,0,0,0,0,0,1,2,3,1,1,0,0,0,1,4,0,Product Manager
1,2,2,3,2,0,1,0,1,0,3,1,0,0,0,0,0,0,0,2,0,4,0,4,3,0,1,5,DevOps Engineer
0,4,5,5,0,5,0,0,0,1,4,0,1,0,0,0,0,0,0,2,0,2,1,4,0,1,4,0,Software Engineer
1,0,0,0,5,1,4,4,2,4,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,1,Frontend Developer
0,0,0,2,3,1,5,4,4,3,3,1,0,2,1,1,1,1,1,0,2,2,1,1,2,2,3,1,Frontend Developer
1,0,2,0,2,0,3,0,0,2,1,0,1,0,0,0,0,1,4,4,0,0,1,0,0,1,5,0,Product Manager
0,0,1,3,0,0,0,0,0,1,1,1,0,0,1,0,0,2,4,3,0,0,1,1,1,1,4,0,Product Manager
0,0,1,3,0,0,1,1,2,0,3,0,2,0,1,1,2,0,0,0,1,3,2,4,4,1,1,4,DevOps Engineer
1,1,0,3,5,0,4,4,4,0,5,4,0,1,0,0,0,0,0,0,0,0,1,1,2,1,3,2,Full Stack Web Developer
0,0,1,5,0,0,0,0,1,1,2,0,0,2,0,0,2,0,2,0,2,5,0,5,2,2,1,2,DevOps Engineer
2,1,1,4,0,1,0,0,0,1,2,1,5,5,4,4,1,4,0,0,2,0,2,0,0,2,0,1,AI/ML Researcher
1,2,0,3,1,1,0,1,1,0,4,0,4,1,0,0,0,0,5,5,4,3,1,1,0,1,1,1,Data Analyst
0,0,4,5,0,0,0,2,5,1,3,4,1,0,0,0,1,1,0,0,0,4,0,2,0,1,0,3,Backend Developer
1,1,0,4,2,1,0,1,1,0,1,2,4,4,4,3,1,4,0,0,2,2,3,0,2,0,0,0,AI/ML Researcher
0,2,1,3,4,0,5,5,3,1,5,4,1,1,0,1,0,1,1,0,1,2,0,1,1,0,4,1,Full Stack Web Developer
0,1,1,3,1,0,1,0,0,0,2,1,2,0,0,1,0,2,0,0,0,3,0,4,5,3,0,2,System Administrator
0,0,1,2,0,1,0,0,1,0,4,5,1,2,0,0,0,0,0,0,0,4,2,5,3,2,0,2,Database Administrator
2,0,2,3,2,0,2,0,2,0,3,0,0,1,1,0,0,0,1,1,0,4,1,5,5,5,3,1,Cybersecurity Analyst
0,0,5,2,5,0,2,2,2,5,3,1,1,0,0,1,0,0,0,0,0,2,1,1,1,1,0,0,Mobile App Developer
2,0,5,5,1,0,1,1,3,0,5,5,0,0,0,1,0,1,0,1,0,4,0,2,1,1,2,2,Backend Developer
2,0,5,3,5,1,2,4,0,4,2,1,0,0,0,0,0,0,1,0,1,2,1,2,1,0,1,1,Mobile App Developer
0,0,0,3,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,3,0,4,4,5,0,4,System Administrator
1,0,0,4,0,1,0,1,0,0,1,0,4,4,1,1,0,3,4,4,5,4,3,0,1,0,2,1,Data Scientist
3,0,0,3,0,0,0,1,0,2,1,0,0,2,0,1,2,0,0,1,0,3,0,4,3,3,1,0,Cybersecurity Analyst
2,1,2,4,0,0,1,0,1,2,1,1,1,0,2,1,0,0,0,0,2,3,0,4,5,5,1,0,Cybersecurity Analyst
0,0,3,4,5,0,3,3,0,5,4,1,1,0,0,0,0,1,0,0,2,2,2,0,2,0,0,0,Mobile App Developer
2,0,5,4,1,0,1,0,4,0,4,3,0,1,1,2,1,2,2,0,0,4,1,3,3,0,1,3,Backend Developer
0,1,3,3,0,2,1,1,0,1,5,5,0,0,0,0,1,0,0,1,1,4,1,3,4,0,0,3,Database Administrator
1,0,0,2,1,0,0,0,0,2,3,2,1,1,0,0,0,1,1,1,1,1,1,4,5,4,3,3,System Administrator
2,0,0,5,2,1,2,1,0,0,0,2,5,5,4,4,1,5,0,1,2,3,3,0,0,0,1,1,AI/ML Researcher
2,1,1,4,1,0,0,0,0,0,3,0,2,0,1,0,1,0,1,0,1,4,0,5,4,0,0,5,DevOps Engineer
0,0,1,4,5,2,4,5,5,0,5,3,0,1,0,1,2,0,1,0,3,2,1,0,0,2,4,3,Full Stack Web Developer
1,0,2,3,0,0,0,0,0,1,4,5,0,2,1,0,1,0,2,0,0,3,1,5,2,1,0,1,Database Administrator
0,2,0,3,0,0,1,2,0,1,1,0,0,0,1,0,2,0,2,2,1,2,0,4,5,4,3,3,System Administrator
1,0,0,5,0,0,1,0,0,1,1,1,5,4,5,3,0,4,1,0,2,2,3,0,0,0,0,0,AI/ML Researcher
0,0,0,4,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,3,0,4,5,4,0,4,System Administrator
1,0,5,2,5,0,1,3,1,4,4,0,0,0,1,1,0,0,0,1,1,1,0,2,1,1,0,1,Mobile App Developer
1,1,1,1,4,1,4,5,3,4,3,0,0,1,0,0,1,1,0,2,0,0,1,0,1,1,0,2,Frontend Developer
1,5,4,4,2,4,1,0,0,0,2,1,0,0,1,1,0,2,1,0,1,1,0,3,1,0,1,3,Software Engineer
1,1,0,3,0,0,1,1,0,1,2,0,0,0,0,1,0,0,3,0,0,3,0,5,3,2,3,4,Cloud Solutions Architect
0,1,0,4,0,0,0,0,1,1,0,0,5,5,4,3,0,5,3,0,3,1,3,0,0,2,0,0,AI/ML Researcher
2,0,5,4,5,1,2,4,3,4,3,0,1,1,0,2,1,2,0,1,0,2,2,1,1,0,0,1,Mobile App Developer
0,0,0,2,5,0,4,4,5,1,4,4,0,0,1,2,0,0,0,0,1,0,0,2,2,0,3,1,Full Stack Web Developer
0,1,0,4,0,0,1,0,0,1,3,1,3,0,0,2,1,0,5,4,4,3,1,0,0,0,1,1,Data Analyst
1,1,1,5,0,0,0,0,2,0,2,0,4,3,3,1,0,3,5,5,4,2,2,0,1,0,0,0,Data Scientist
1,1,5,5,5,1,2,4,0,2,4,0,2,2,1,0,0,0,1,0,0,1,0,1,0,1,0,2,Mobile App Developer
0,0,1,4,1,0,0,0,0,2,0,1,4,4,5,2,0,5,0,0,3,3,3,1,2,1,1,2,AI/ML Researcher
2,0,1,5,0,1,0,0,0,1,1,0,5,5,5,4,0,5,3,0,3,2,4,1,1,0,0,1,AI/ML Researcher
1,1,3,4,1,0,1,0,4,1,5,2,1,0,0,0,0,2,1,1,0,4,0,0,1,0,2,3,Backend Developer
0,0,2,3,1,0,0,1,2,0,3,0,0,2,1,2,0,0,1,1,0,3,0,5,5,5,3,4,System Administrator
3,1,1,3,0,0,2,2,1,1,1,0,1,1,0,0,0,0,1,0,2,3,2,4,3,4,1,0,Cybersecurity Analyst
2,0,0,3,1,0,0,0,0,1,3,0,1,1,2,0,0,2,3,4,0,0,1,0,1,0,5,0,Product Manager
1,0,0,5,0,0,0,2,0,1,1,2,4,5,4,5,0,3,2,1,1,2,2,0,2,0,0,1,AI/ML Researcher
0,1,0,4,2,0,0,0,0,0,2,0,4,3,0,2,0,0,5,5,4,3,4,0,2,0,1,0,Data Scientist
2,0,1,1,3,2,5,5,2,4,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,Frontend Developer
0,0,0,5,0,0,0,0,0,2,0,2,4,5,4,3,0,5,3,2,4,2,4,0,0,2,0,1,AI/ML Researcher
0,0,0,2,1,0,0,0,0,0,5,5,1,1,0,0,1,0,0,1,1,3,1,5,4,0,1,1,Database Administrator
1,0,4,3,0,0,0,1,5,2,4,5,1,0,0,0,2,1,0,1,1,4,2,2,3,0,2,3,Backend Developer
0,0,1,3,5,0,4,4,3,3,0,0,0,1,1,1,0,0,1,1,1,0,0,0,1,1,2,1,Frontend Developer
1,2,3,4,3,0,5,5,5,0,5,3,1,2,1,0,1,2,0,1,1,2,2,0,0,0,4,3,Full Stack Web Developer
3,0,2,4,0,1,1,0,0,1,1,1,0,1,0,0,1,1,0,0,0,3,0,3,5,4,1,1,Cybersecurity Analyst
0,1,0,4,1,1,2,1,1,0,5,4,0,1,1,1,1,1,0,0,0,2,1,4,2,2,0,2,Database Administrator
